title,description,url,organization,age_range,start_date,end_date,start_time,end_time,day_of_week,duration_minutes,repeat_rrule,repeat_frequency,newsletter_description,newsletter_last,newsletter_highlight,calendar_skip,calendar_sent,file_url,location,neighborhood,area,created_at,list_id,status,source
May Holiday Sports Festival,"Join Monkey Moves Amsterdam for a fun-filled sports festival during the May holiday. This parent-child event offers an active morning of gym activities for toddlers and preschoolers, designed for children aged 1.5 to 6 years. Prepare to sweat and have a great time! Registration is required as spots are limited.",https://www.instagram.com/p/DW-xc2eiHnY/?igsh=MWgwZXg5NzNpemc3cQ==,Monkey Moves Amsterdam,1.5-6 years,2026-05-01,2026-05-01,09:45,11:00,Friday,75,,,"Monkey Moves Amsterdam invites children aged 1.5-6 years and their parents to a lively May Holiday Sports Festival at Het Marnix. Enjoy an active morning filled with toddler and preschooler gym activities, promising lots of fun and movement. Registration is required to secure your spot.",2026-04-19,false,false,true,,"Marnixplein 1, 1015 ZN Amsterdam, The Netherlands",Jordaan,Center,2026-04-11 09:21,ideas,new,manual
Sensory-friendly Family Evening - Rijksmuseum,"The Rijksmuseum offers special sensory-friendly family evenings designed for families and children of all ages who require a low-stimulus environment. This includes individuals with autism, ADHD, tinnitus, brain injury, or visual impairments. During these evenings, the museum opens after regular closing hours (6-9 PM) with fewer visitors, providing a calm atmosphere. Guests can find quiet spaces, visit the museum shop and café, and use free audio tours. Private guided tours are also available for an additional fee of €30 per group (max 6 people). Only the 17th and 19th-century sections of the museum are open during these events.",https://www.rijksmuseum.nl/nl/zien-en-doen/toegankelijkheid/prikkelarme-familie-avondopenstelling,Rijksmuseum,,2026-05-02,2026-05-02,18:00,,Saturday,60,,,"The Rijksmuseum hosts special sensory-friendly family evenings, offering a calm and accessible environment for children and families of all ages who need a low-stimulus experience. Enjoy a quieter visit to the 17th and 19th-century sections of the museum after regular closing hours, with fewer crowds and dedicated quiet spaces.",2026-04-19,false,false,true,,"Museumstraat 1, 1071 XX Amsterdam, Netherlands",Museumkwartier,South,2026-04-03 11:15,ideas,new,manual
Starting Solids: Complete Roadmap Workshop,"Join Petit Gourmet Academy for an informative and supportive workshop on starting solids. This session provides practical guidance and evidence-based insights to help parents confidently navigate this milestone. Topics covered include when and how to start, understanding baby's development for safe texture introduction, differentiating gagging from choking, introducing allergens, balanced meals, and realistic daily meal ideas.",https://www.instagram.com/p/DXMrzTECPUX/?igsh=dnJhMzEzeWNzZjhp,Petit Gourmet Academy,4-12 months,2026-05-02,2026-05-02,10:00,12:00,Saturday,120,,,"Learn to confidently navigate the exciting milestone of starting solids for your baby with this informative workshop by Mélody from Petit Gourmet Academy. Designed for parents of babies 4-12 months old, it covers everything from readiness signs and food introduction to managing allergens and balanced meal ideas.",2026-04-19,false,false,true,,"Rustenburgerstraat 236, Amsterdam, The Netherlands",De Pijp,South,2026-04-18 19:12,ideas,new,manual
Puppet Theatre Koos Kneus: The Oddball,"Poppentheater Koos Kneus is a cozy puppet theatre in Amsterdam-Oost.

When? Children’s performances take place every Sunday. There are shows aimed at toddlers aged 2 to 4 years and shows for children aged 4 to 8 years. Please check our calendar for show times.

What? The performances last 30 to 45 minutes.

Face paint. After and before the shows, a professional face painter will turn all children into beautiful princesses, tigers, pirates or butterflies. There are lots of dress-up sets to wear too.

Food/drink. There’s free coffee, tea, lemonade and water. Also, help yourself to our signature speculaasjes!

In Dutch? All performances are conducted in Dutch, but the toddler shows especially are not language-heavy and easy to follow.

Birthday party If you celebrate your son or daughter’s birthday party here, the party will be cosy among the other visitors in the theatre. Moreover, your birthday boy or girl will be completely put in the limelight! He/she gets to come forward, is sung to and gets to pick out a present from the Koos Kneus gift selection box!

You can possibly bring your own cake, cupcakes or pie, but it is not strictly necessary as there is always a tumbler on the big table with more than enough biscuits for everyone! More snacks than a simple cake or pie are not allowed. Perhaps you can bring your own cute disposable plates? There are sometimes several children’s parties in the theatre at the same time. So a party with everything on it!

Everything will then be over at 12.15pm (the 11am performance) or 3pm (the 1pm performance). Agree with the parents of the friends that they can come and collect their children at 12.15 and 15.00 at our door respectively.

Where? Our theatre is located at Iepenplein 40 in Amsterdam-Oost (near metro station Wibautstraat and OLVG-Oost hospital). Find directions here.",https://www.kooskneus.nl/english/,Poppentheater Koos Kneus,2-6 years,2026-05-03,2026-05-17,11:00,12:15,Sunday,60,RRULE:FREQ=WEEKLY;BYDAY=SU;UNTIL=20260517,weekly,"Poppentheater Koos Kneus offers captivating puppet shows designed for young children aged 2-8 years. This mobile theatre brings enchanting storytelling through puppets to various locations, creating magical experiences for families. In this month's performance, a clumsy witch accidentally conjures up a strange bird full of tricks. He even makes life miserable for the sweet fairy...",,false,false,true,,"Iepenplein 40, 1091 JR Amsterdam",Oosterparkbuurt,East,2026-04-23 23:32,ideas,new,manual
Puppet shows on beach IJburg,"Poppenkast IJburg offers a series of engaging, family-friendly puppet shows perfect for children (typically ages 3 to 8) and their families. A face painter is also present at the shows. Shows are in Dutch but puppetry is universal and visually interesting for children. Shows are 30-45 minutes long. Children can play on the sandy beach.",,Poppenkast IJburg,3-8 years,2026-05-03,2026-05-03,13:30,14:00,Sunday,30,,,"Poppenkast IJburg presents engaging puppet shows on IJburg beach, offering a delightful experience for children aged 3 to 8 and their families. In addition to the visually captivating shows, a face painter will be present, and kids can enjoy playing on the sandy beach.",,false,false,true,https://amsparentproject.slack.com/files/U08CUR77G9K/F0AVC8SQ2NS/screenshot_20260427-064154.png,"VriJland Pampuslaan 503, 1087 BE Amsterdam, The Netherlands",IJburg,East,2026-04-27 06:43,ideas,new,manual
Liberation Day Celebration in De Banne,"Join VoorUit De Banne for a vibrant Liberation Day celebration in De Banne, Amsterdam. This community event, offering music, food, activities, and opportunities for connection, welcomes all ages to reflect on and celebrate freedom. The day begins at 11:00 with a Musical Freedom Parade from Lichterstraat, leading to various activities until 17:00 across multiple locations like OBA Banne, Huis van de Wijk De Banne, 't Kofschip, De Ark, Speeltuin De Zeeslag, and De Rietwijker.",https://www.instagram.com/p/DXZFhNGAkFv/?img_index=1&igsh=MXM4MWIzZnplMHl0OA==,VoorUit De Banne,null,2026-05-05,2026-05-05,11:00,17:00,Tuesday,360,,,"VoorUit De Banne invites families to a vibrant Liberation Day celebration in De Banne, Amsterdam. This free event features a musical parade, live music, food, drinks, and various activities for all ages across multiple community centers and playgrounds in the neighborhood. Reflect on and celebrate freedom with your community.",,false,true,false,,"De Banne, Amsterdam",Amsterdam-Noord,North,2026-04-23 07:49,ideas,new,manual
Money Webinar,"A free monthly webinar dedicated to helping future and current parents understand the financial support available from the Dutch government. Hosted by Mama Maria Coach, together with an independent financial planner, the session walks participants through various subsidies and answers questions, aiming to make parents feel informed, confident, and supported. Dates and times for upcoming sessions are shared via the Mama Maria Coach Instagram (@mamamariacoach) and a dedicated WhatsApp group.",https://chat.whatsapp.com/HfVeGPgNPwpCQJ7QeX0xG4?mode=gi_t,Mamamaria Coach,,2026-05-05,,,,Tuesday,60,RRULE:FREQ=MONTHLY,monthly,"Join Mamamaria for a free monthly online webinar designed to help future and current parents navigate the financial support available from the Dutch government. This session, co-hosted with an independent financial planner, clarifies subsidies and answers your questions, empowering you with confidence and support. The date of the upcoming session is decided by poll in the WhatsApp group.",,false,true,false,,,,Online,2026-04-27 06:45,ideas,new,manual
Puppet Show Street at Het Vrije Westen,"Experience the lively 'Puppet Show Street' at Het Vrije Westen festival, featuring a diverse array of traditional and contemporary puppet shows. Audiences can enjoy classic Jan Klaassen and Katrijn tales presented by Poppenkast op de Dam (performing since 1893), modern interpretations by Erik van Ophem, and performances by Els van den Burg and Poppentheater de Fighter. These highly interactive shows are designed for all ages, encouraging audience participation to help the characters through their adventures. This event, celebrating freedom and community spirit, is typically held during the annual Liberation Festival.",https://www.hetvrijewesten.eu/poppenkastenstraat.html,Het Vrije Westen,0-12 years,2026-05-05,2026-05-05,14:00,16:00,Tuesday,120,,,"Join Het Vrije Westen for their 'Puppet Show Street', a delightful collection of traditional and contemporary puppet shows perfect for children aged 0-12 years. Featuring interactive performances by classic characters like Jan Klaassen, this free event brings together various puppet theaters for a fun-filled afternoon in Westerpark.",,false,false,true,,"Westerpark, Haarlemerweg 8, 1014 LS Amsterdam, The Netherlands",Westerpark,West,2026-05-02 10:19,ideas,new,manual
KinderBevrijdingsfestival,"Celebrate Liberation Day with the whole family at the Children's Liberation Festival. Jeugdtheaterhuis Amsterdam presents 'De Kinderen van de Hollandse Schouwburg' (The Children of the Hollandse Schouwburg, 8+), an interactive musical performance about Jewish children in World War II. Achref Adhadhi & Kristján Martinsson perform 'Thuis Best' (Home Best, 2+), a poetic mime performance about feeling at home. The festival also features dance workshops, theater and craft activities, and stories from older Amsterdammers about their war experiences. The festival concludes with a funky performance by Naga Kirana, with music by DJ Misja Impossible throughout the day.",https://4en5meiamsterdam.nl/agenda/kinderbevrijdingsfestival/,4 en 5 mei Amsterdam,2+ years,2026-05-05,2026-05-05,12:00,20:00,Tuesday,480,,,"Join 4 en 5 mei Amsterdam for the KinderBevrijdingsfestival, a Children's Liberation Festival in Vondelpark. Enjoy interactive musical and mime performances, dance workshops, craft activities, and inspiring stories from older Amsterdammers. With activities for ages 2+ years, it's a day of celebration, learning, and fun for the whole family.",,false,false,true,,"Vondelpark 5A, 1071 AA Amsterdam, The Netherlands",Vondelpark,South,2026-05-02 10:19,ideas,new,manual
Zeeslag Kids Liberation Festival,"Come to our Liberation Festival at Speeltuin Zeeslag on May 5th! Children can enjoy crafting and participate in various fun activities. There's a bouncy castle, smoothie making, face painting, and dancing to cheerful music from the DJ. Additionally, there's a bar with healthy snacks and fruity drinks.",https://4en5meiamsterdam.nl/agenda/zeeslag-kids-bevrijdingsfestival/,4 en 5 mei Amsterdam,1-12 years,2026-05-05,2026-05-05,13:00,17:00,Tuesday,240,,,"Zeeslag Kids Liberation Festival invites children to celebrate Liberation Day with a free festival at Speeltuin Zeeslag. Kids can enjoy a bouncy castle, crafts, face painting, smoothie making, and dancing to music. Perfect for children aged 1-12 years.",,false,false,true,,"Zuiderzeeweg 5, 1095 AA Amsterdam, The Netherlands",Zeeburgereiland,East,2026-05-02 10:20,ideas,new,manual
Art Club: Fishy Craft Session,"Dive into creativity at Art Club! Join Robbeburg International Playgroup for a fun, fishy-themed craft session where little artists can make a splash with their imagination. Spaces are limited, and tickets are required.",https://www.instagram.com/p/DXyXIbGjBUA/?igsh=MXIycXNoOHg2ZnQ1aA==,Robbeburg International Playgroup,2-5 years,2026-05-06,2026-05-06,14:30,16:30,Wednesday,120,,,"Join Robbeburg International Playgroup for a fun, fishy-themed craft session at their Art Club! Little artists can make a splash with their imagination and create unique aquatic masterpieces. Tickets are required for this creative event, designed for children aged 2-5 years.",,false,false,true,,"Rooseveltlaan 2H, 1079 NA Amsterdam, Netherlands",Rivierenbuurt,South,2026-05-01 11:33,ideas,new,manual
Suzuki Music for Babies & Toddlers – Spring Programme,"Join your child in discovering the wonders of music, movement, storytelling and community in these Suzuki Music classes. Designed for children aged 0-3 and their parent or caregiver, the program encourages musical, motor, cognitive, and social skills through singing, dancing, and playing simple instruments. Based on Dr. Shinichi Suzuki’s belief that “Every child can learn,” the method fosters curiosity, confidence, and a lifelong love of learning. Classes are held weekly on Thursdays and are taught in English and Dutch, welcoming all languages. Participants can sign up for the full 6-class Spring 2026 programme for €111 or try a single class for €7.50.",https://docs.google.com/forms/d/e/1FAIpQLScI_DTyLyuNeGRygbwKcYxt_EbY9iLMO7u8Z6xThiBNPwwguQ/viewform,Suzuki Music for Babies & Toddlers,0-3 years,2026-05-07,2026-06-11,09:30,10:30,Thursday,60,RRULE:FREQ=WEEKLY;BYDAY=TH;UNTIL=20260611,weekly,"Discover the joy of music with your little one at the Suzuki Music for Babies & Toddlers Spring Programme. These weekly classes, designed for children aged 0-3 years and their caregivers, involve singing, dancing, and playing instruments to foster musical, motor, and social skills. Classes are offered at €111 for the full 6-week program or €7.50 for a trial class.",,false,false,true,,"Hannie Dankbaarpassage 10, 1053 RT Amsterdam",Kinkerbuurt,Other,2026-05-02 20:12,ideas,new,manual
Amazing Giveaway for Amsterdam Mamas,"An amazing giveaway for Amsterdam moms, featuring prizes from local businesses. One lucky winner will receive a mini session with Sim Sawyers Photography, a color analysis with Clothes and Confidence, a 30-minute massage with Sy Relax Massage, and a quilted utility bag from Mirai Looms. To enter, follow all four accounts, like the Instagram post, and tag a mom who would love this. Bonus entries are available for saving, sharing to stories, and reposting the post. The winner will be announced on May 7th.",https://www.instagram.com/p/DXgoaBLDarL/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,"Sim Sawyers Photography, Clothes and Confidence, Sy Relax Massage, Mirai Looms",,2026-05-07,2026-05-07,00:00,23:59,Thursday,,,,"4 local mom-run businesses are hosting an amazing giveaway 🎁 One lucky winner will receive a mini session with Sim Sawyers Photography, a color analysis with Clothes and Confidence, a 30-minute massage with Sy Relax Massage, and a quilted utility bag from Mirai Looms.",,false,true,false,,,Other,Online,2026-05-04 13:46,ideas,new,manual
Stronger Together: Mental Health Community Walk (Amsterdam),"Join Relocation Counseling for a free community walk in Vondelpark, Amsterdam, as part of European Mental Health Week. This event aims to connect people living abroad or building a new life in a different country, and those who support them. It's an opportunity to create space for connection, acknowledge the emotional impact of living abroad, move away from isolation towards community, and reflect on collective mental health support. This is a simple, intentional walk to be together, not a networking event or therapy session. Donations are accepted and will be given to The Regenboog Groep.",https://www.eventbrite.nl/e/stronger-together-mental-health-community-walk-amsterdam-tickets-1987396754191,Relocation Counseling & Consulting,0-15 years,2026-05-08,2026-05-08,17:30,19:00,Friday,90,,,"Relocation Counseling & Consulting invites you to a free 'Stronger Together' Mental Health Community Walk in Amsterdam's Vondelpark. This event provides a space for connection and shared experience for those living abroad, fostering community and collective mental health support. Children under 16 are welcome with a parent or legal guardian.",,false,false,true,,"Vondelpark 5, 1071 AA Amsterdam, The Netherlands",Oud-Zuid,South,2026-04-29 15:44,ideas,new,manual
Mother's Day Giveaway by Growing Happy Bellies,"Growing Happy Bellies is hosting a Mother's Day giveaway for mamas in Amsterdam. One winner will receive a 'Starter Belly tier' of ready-to-heat toddler meals. Participants need to like, follow, share the post to their story, and optionally tag a deserving mama to enter. The winner will be announced on May 8th, with delivery on May 9th.",https://www.instagram.com/p/DXyQLhdiCDZ/?igsh=MXJhODHoNGZlYjNqaA==,Growing Happy Bellies,1-3 years,2026-05-08,2026-05-08,00:00,00:00,Friday,,,,"Growing Happy Bellies is celebrating Mother's Day with a special giveaway for mothers in Amsterdam. One lucky mom will win a 'Starter Belly tier' of delicious, ready-to-heat meals for their toddlers. It's a wonderful opportunity for moms with toddlers (ages 1-3 years) to get a break from meal planning. Entry is free through Instagram.",,false,false,true,,,Other,Online,2026-05-01 11:33,ideas,new,manual
"Mother's Day Drink, Pastry & Paint in Amsterdam","Join Anook Bakehouse for a special Mother's Day Paint & Sip workshop, a cozy 2h30 session to unleash your creativity in a warm, welcoming atmosphere. Designed for everyone, with or without painting experience, you'll be guided step-by-step to complete your own 'Tulip flowers' artwork to take home. The workshop is available in English and French and includes all art supplies, a drink, and a pastry. It's the perfect way for mothers and friends to relax, connect, and express themselves creatively. Spots are limited, so booking is essential.",https://hipsy.nl/event/212445-mothers-day-drink-pastry-paint-in-amsterdam-2h30-at-anook,Anook Bakehouse,null,2026-05-08,2026-05-08,19:00,21:30,Friday,150,,,"Anook Bakehouse invites mothers and friends to a special Mother's Day Paint & Sip workshop, where you can relax and unleash your creativity. This guided session includes all art supplies to paint 'Tulip flowers,' a drink, and pastry, making it a perfect adult outing to create a personal masterpiece. Tickets are required for this special event.",,false,false,true,,"Van Woustraat 79, 1073 LV Amsterdam, The Netherlands",De Pijp,South,2026-05-04 07:41,ideas,new,manual
Mingle x Papote: the parent social,"Mingle Community x Papote present: 
A gezellige vrijmibo (look this up if you don't know it!) for international parents & parents to be, where we combine Dutch practice and socialising. 

Friday, May 8
5.45PM – 7.15PM (ish, feel free to leave whenever you like)
📍 Papote Café – Vasco Da Gamastraat 65, De Baarsjes, Amsterdam

What is this event?
An easy, feel-good Friday afternoon where you can:
- meet like-minded people
- practice a bit of Dutch (in a super relaxed way)
- and just enjoy a carefree moment

No pressure & no awkward networking: just gezellige vibes, nice conversations, and a glass of something you like 🥂

And the best part? Your kids can play in the play area while you unwind.

Why this event?
Papote & Mingle are joining forces to bring international parents together 🤍

We’re actually neighbours (how cute is that?!) — Papote Café is on one corner of the street, and Mingle Community / Tupkertaaltraining is on the other. 

By combining our spaces and communities, we’re creating a place where you can:
✨ connect with other parents
✨ feel at home in Amsterdam
✨ pick up some Dutch along the way

You're welcome to order more food/drinks at the cafe if you'd like to have dinner too! <3",https://tupkertaaltraining.plugandpay.com/checkout/mingle-x-papote-the-parent-social,Mingle Community,,2026-05-08,2026-05-08,17:45,19:15,Friday,,,,"Mingle Community x Papote present a gezellige vrijmibo (look this up if you don't know it!) for international parents & parents to be, where we combine Dutch practice and socializing.",,false,false,true,,"Vasco Da Gamastraat 65, 1057 VJ Amsterdam",De Baarsjes,West,2026-05-04 13:40,ideas,new,manual
Mother's Day Neighbourhood Gift Swap,"This Mother’s Day, SwapShare invites the community to a neighbourhood gift swap at Move Collective, located at Overtoom 87 in Amsterdam. Skip the shopping rush and swap gifts for Mother's Day. The event offers free entrance and runs from 13:00 to 16:00, providing a sustainable way to find unique gifts.",https://www.instagram.com/p/DXtnd8djDir/?img_index=2&igsh=MWZ6Z2l6eHJidmVkeg==,SwapShare,,2026-05-09,2026-05-09,13:00,16:00,Saturday,180,,,"SwapShare is hosting a free Mother's Day neighbourhood gift swap at Move Collective in Oud-West. This event encourages families to find unique and sustainable gifts by swapping items, offering a mindful alternative to traditional shopping.",,false,false,true,,"Overtoom 87, 1054BV Amsterdam, The Netherlands",Oud-West,West,2026-04-29 19:38,ideas,new,manual
Mother's Day Mini-Retreat,"A Mother's Day Mini-Retreat dedicated to the joy and well-being of mothers. This 3.5-hour event invites mothers to step out of the 'mental load' and into a space designed for nourishment, expression, and connection. Held at the beautiful Damoves Studio, the afternoon includes a Singing Mamas Circle led by Danielle Bensky, where participants sing together in harmony to soothe themselves. It also features a Sharing Circle, time for tea, treats, and mingling, and a Fluentbody Session led by Merav Zvulun, a somatic movement practice for release and recharge. The event concludes with a gentle closure. All mothers are welcome, and non-crawling babies are also welcome. The investment is €75, which includes tea and light snacks. Space is limited to 15 women to ensure an intimate circle.",https://bookwhen.com/singingmamasdanielle/e/ev-syh0y-20260510140000,Singing Mamas & Fluentbody,,2026-05-10,2026-05-10,14:00,17:30,Sunday,210,,,"This Mother's Day, join Singing Mamas and Fluentbody for a Mini-Retreat dedicated to maternal well-being. Enjoy an afternoon of song, somatic movement, and community connection, designed for mothers (non-crawling babies are welcome, too!). Space is limited to 15 women for an intimate experience.",,true,false,true,,"Bosboom Toussaintstraat 62, Amsterdam, 1054 AV",Oud West,West,2026-04-02 22:30,ideas,new,manual
Bao Brunch - Mother's Day Edition,"Hotel Jakarta Amsterdam organizes a Mother's Day edition of the Bao Brunch at Skybar Malabar. Enjoy a unique 3-course brunch experience with a beautiful view over Amsterdam, featuring delicious Bao Buns and surprising snacks, combined with matching cocktails. Limited spots are available. Price: €54,- per person.",https://hoteljakarta.amsterdam/bao-brunch,Hotel Jakarta Amsterdam,,2026-05-10,2026-05-10,14:00,16:15,Sunday,,,,"Celebrate Mother's Day with a special Bao Brunch at Hotel Jakarta Amsterdam's Skybar Malabar. Indulge in a unique 3-course menu of delicious Bao Buns and snacks, complemented by cocktails, all while enjoying stunning views of Amsterdam.",,false,false,true,,"Javakade 766, 1019 SH Amsterdam, The Netherlands",Oostelijk Havengebied,East,2026-04-12 22:29,ideas,new,manual
Mother's Day Chair Massages,Papote offers a special Mother's Day surprise for mothers: complimentary chair massages given by a hired masseuse. The massages will be available between 3:30 PM and 5:30 PM and are exclusively for mothers.,papotecafe.com,Papote,,2026-05-10,2026-05-10,15:30,17:30,Sunday,120,,,"Papote is offering a special Mother's Day treat for all mothers: complimentary chair massages. Come and enjoy a relaxing massage provided by a professional masseuse, available between 3:30 PM and 5:30 PM. This event is free and exclusively for mothers.",,false,false,true,https://amsparentproject.slack.com/files/U08CUR77G9K/F0B16BPF7SR/screenshot_20260502-183956.png,"Vasco Da Gamastraat 65, 1057 VJ Amsterdam",De Baarsjes,West,2026-05-03 07:12,ideas,new,manual
Musical reading workshop 'We hebben er een geitje bij',"Two spots have just become available for this musical reading workshop, based on the picture book 'We hebben er een geitje bij', which was named Picture Book of the Year in 2016. The workshop is hosted by De Muziekzolder and is suitable for children aged 2 to 7 years. Tickets are required.",https://www.demuziekzolder.nl/product/muzikale-voorleesworkshop-10-5/,De Muziekzolder,2-7 years,2026-05-10,2026-05-10,10:30,,Sunday,60,,,"De Muziekzolder invites children aged 2-7 years to a lively musical reading workshop! Based on the acclaimed picture book 'We hebben er een geitje bij' (Picture Book of the Year 2016), this interactive session promises engaging storytelling and musical fun.",,false,false,true,https://amsparentproject.slack.com/files/U08CUR77G9K/F0B1GM8MSMA/screenshot_20260503-221556.png,"Zeelandstraat 72-3, 1082 CA Amsterdam",Buitenveldert,South,2026-05-03 22:19,ideas,new,manual
Birth Team Clarity: Who Supports You & When It Matters Most,"This online masterclass, hosted by Birth Nest | Doula, is designed for parents to understand the complexities of the Dutch maternity system. It clarifies the roles of various professionals like midwives, obstetricians, kraamzorg, lactation consultants, and doulas during pregnancy, birth, and postpartum care. Attendees will learn about the complete birth timeline for various situations, what happens during a transfer of care, and gain practical tools to craft their birth plan with confidence, fostering clarity and informed decision-making. The session also addresses myths, misconceptions, and the emotional landscape of pregnancy and birth, offering insights into navigating fears and past experiences.",https://www.eventbrite.com/e/birth-team-clarity-who-supports-you-when-it-matters-most-tickets-1987117652390?discount=VILLAGE10&fbclid=PAb21jcARfOkRleHRuA2FlbQIxMQBzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAaexwCCADsjZtE7DxAYPoBCwAnH5rsENV1soizjsEOwFrLDwgAC9r5jwbZ7Y0Q_aem_wbpGryDdJdNBf2IspJv71w,Birth Nest | Doula,,2026-05-12,2026-05-12,19:30,21:30,Tuesday,120,,,"Join Birth Nest | Doula for an online masterclass, 'Birth Team Clarity', designed for expecting and new parents in the Netherlands. This session demystifies the Dutch maternity system, explaining the roles of midwives, doulas, kraamzorg, and other professionals during pregnancy, birth, and postpartum. Gain confidence and clarity to build your ideal birth team and make informed decisions.",,false,false,true,,,Other,Online,2026-04-29 21:26,ideas,new,manual
Mother's Day Celebration & Creative Kids Workshop,"WOPL! hosts a special Mother's Day-themed event on May 12th, offering free entry for adults and a creative workshop for children. The event runs from 10:00 to 16:00, providing a full day of play and learning activities at their World of Play & Learning center.",https://www.instagram.com/p/DX1DXMnDErR/?igsh=ejJ4aDd2cGtpNjkz,WOPL! - World of Play & Learning,2-8 years,2026-05-12,2026-05-12,10:00,16:00,Tuesday,360,,,"Join WOPL! for a special Mother's Day celebration on May 12th, featuring free entry for adults and an engaging creative workshop for kids (2-8 years). It's a fantastic opportunity for families to enjoy a day of play, learning, and connection at WOPL!'s World of Play & Learning.",,false,false,true,,"Stadionplein 300, 1076 CK Amsterdam",Stadionbuurt,South,2026-05-03 07:14,ideas,new,manual
Mama Mingle - New Mamas (Pregnant Mamas also welcome!),"The MamaSocial 'New Mamas Mingle' is a casual, unhosted meetup designed for pregnant mamas and new mamas seeking connection and conversation. It offers a relaxed, come-as-you-are vibe at a handpicked, baby and toddler-friendly cafe in Amsterdam. There's no set agenda, schedule, or host, providing a low-pressure environment to chat, laugh, and feel more connected during the new mama months. While the meetup itself is free to attend, individual food and drink consumption at the venue will be charged to each participant. These mingles are ad-hoc and may be cancelled if not enough mamas sign up, so check the website for specific dates and details.",https://luma.com/2ejamdgg,MamaSocial Amsterdam,0-3 years,2026-05-13,2026-05-13,10:00,12:00,Wednesday,,,,"Need a little time for yourself, a warm drink in hand, and some grown-up conversation? New Mamas Mingle is a casual, unhosted meetup where you can show up as you are - messy bun, pram in tow, or solo if it’s a daycare day. It's designed for pregnant mamas and new mamas seeking connection and conversation.",,false,false,true,,"Admiraal de Ruijterweg 107, 1056 EV Amsterdam",De Baarsjes,West,2026-05-04 13:34,ideas,new,manual
Become a Support Family with Buurtgezinnen,"Buurtgezinnen (Neighborhood Families) is an initiative that connects families in need of support with local volunteer 'Support Families' (Steungezinnen). Support families offer practical help and a listening ear, such as having a child join them for an afternoon, offering regular weekend stays, or doing fun activities with children. The time commitment is flexible, often involving half a day weekly or bi-weekly. This voluntary work is for individuals or families with experience with children, requires a Certificate of Good Conduct (VOG), and is supported by a local Buurtgezinnen coordinator. The program operates in over 145 municipalities across the Netherlands, aiming to prevent problems from escalating and ensuring children can stay in their own homes.",https://www.buurtgezinnen.nl/steungezin/,Buurtgezinnen,,2026-05-15,2026-05-15,,,Friday,,,,"Buurtgezinnen connects families needing extra support with local 'support families.' This free volunteering opportunity allows you to offer or receive practical help (like meal prep and babysitting) and a listening ear, with flexible time commitments. Thanks to APP community member Markus for the tip!",,false,true,false,,,Other,Everywhere,2026-04-23 20:51,ideas,new,manual
Postpartum Exchange,"Join APP for our monthly networking circle centered on the local experts providing postpartum support in Amsterdam. The goal is to connect, share experiences, and swap ideas with others in the field. Whether you’re a postpartum professional or just passionate about postpartum care, come hang out and grow your network in a friendly, supportive space.

 Each circle is limited to 5 professionals to keep the table intimate and conversation flowing. The first person to arrive gets a coffee on APP ❤️

 If this month's session is full, join the next one!

 Please note: This ticket holds your spot in the Exchange; food & drink must be purchased separately. (A great opportunity to support the local play café, run by toddler mom Sophia!)",https://luma.com/jv15puku,Amsterdam Parent Project,,2026-05-15,2026-05-15,11:00,12:30,Friday,90,RRULE:FREQ=MONTHLY,monthly,"Join APP's new monthly Postpartum Exchange, an intimate networking circle for professionals passionate about postpartum support in Amsterdam. Connect, share insights, and expand your network in a supportive setting. First person to arrive gets a coffee on me ❤️",,false,false,true,,"Vasco Da Gamastraat 65, 1057 VJ Amsterdam",De Baarsjes,West,2026-05-04 14:23,ideas,new,manual
Workshop: The Emotional Reality of Parenting Abroad,"Raising children abroad can look exciting from the outside.But many parents quietly carry loneliness, jealousy, guilt, and doubt. This workshop creates space for what is often left unspoken.

We will explore the emotional reality of parenting abroad — the tension between the life you chose and how it sometimes feels.You will be invited to recognize your own experience, put words to it, and see that you are not alone in it.

This is not about fixing your situation.It is about understanding what is happening inside you — and finding a way to relate to it. A calm, honest space to reconnect with yourself as a parent living between cultures. 

Purpose:
To create a space where parents can recognize, name, and normalize the complex emotions of parenting abroad.

To learn to understand what happens when emotions feel overwhelming. Gain insights and strategies to deal with overwhelming emotions in a safe and easy way. 

Agenda:
Welcome & Introduction (10-15 min)
The emotions as a parent abroad (30 min)
What happens when emotions overwhelm (20 min.)
How to deal with overwhelm (20-30 min)
Wrap up (10-15 min) 
Total: 90-120 min 

Join this workshop to explore the emotional reality of parenting abroad — honestly, without pressure to have it all figured out.

Save your spot - spaces are limited.",https://montisworld.nl/products/the-emotional-reality-of-parenting-abroad,Family Mentoring Amsterdam,,2026-05-17,2026-05-17,14:00,16:00,Sunday,120,,,"Join Michaela from Family Mentoring Amsterdam for a supportive workshop designed for parents living abroad. This session offers a safe space to explore and process the unique emotional challenges of international parenting, helping you connect with and release feelings like loneliness, jealousy, or frustration.",,false,false,true,,"Ceintuurbaan 143, 1072 GB Amsterdam",De Pijp,South,2026-04-23 23:45,ideas,new,manual
